PAYEE_ID,STANDARD_NAME,LAST_CHARGE_DATE,CHARGE_CT,TOTAL_AMOUNT,PERCENT_REIMBURSE,DISPUTE,CANCEL,REVIEW
P21119-218,TOWN &,03-22-2025,17,-2115.17,,,,
P21119-422,CRESCENT DELI,02-11-2025,3,-65.00,,,,
P21119-481,KEYME LOCKSMITHS,09-09-2025,1,-40.22,,,,
P21119-675,SUMXYN CH,01-01-2025,1,-92.68,,,,
P21119-45,LOGOLIVERY.AI DOVER,06-16-2023,1,-5.00,,,,
P21119-161,Physician,07-23-2025,30,-4399.29,,,,
P21119-430,APETROPICS XXXXX2313LAS,06-25-2024,9,-829.56,,,,
P21119-667,AAA,08-04-2025,3,-159.00,,,,
P21119-44,Los Angeles,09-27-2025,25,-385.00,,,,
P21119-160,Enterprise Rent-A-Car,09-23-2025,13,-4776.72,,,,
P21119-437,BITWARDEN SANTA,02-20-2025,3,-195.99,,,,
P21119-666,Acme,12-03-2024,1,-177.97,,,,
P21119-421,AplPay VIVINO.COM,04-03-2025,2,-416.90,,,,
P21119-480,XXX XX86,04-09-2024,1,-6.79,,,,
P21119-674,Stone House,06-12-2023,1,-28.78,,,,
P21119-723,WINDSURF MOUNTAIN,09-25-2025,6,-97.98,,,,
P21119-5,Google Stora,07-07-2024,33,-231.67,,,,
P21119-429,PHONE.COM XXXX2929,05-03-2023,1,-23.40,,,,
P21119-488,Staples,10-21-2025,4,-120.82,,,,
P21119-806,GINEEPTELTD,08-17-2023,1,-76.98,,,,
P21119-168,SC* STACKSOCIAL,06-23-2025,1,-200.00,,,,
P21119-217,TESSIE SALT,10-07-2025,14,-209.86,,,,
P21119-670,PwP LUZERN,07-18-2023,1,-261.27,,,,
P21119-9,RingCentral,10-06-2025,41,-7867.69,,,,
P21119-40,Shop Rite,10-21-2025,31,-6081.78,,,,
P21119-433,Amazon Marketplace,08-18-2025,15,1929.68,,,,
P21119-662,RAMSEY CAR,12-03-2024,1,-31.98,,,,
P21119-48,Dunkin Donuts,10-05-2025,39,-422.40,,,,
P21119-164,CVSExtraCare,05-13-2024,5,-26.76,,,,
P21119-213,AplPay REVEL*,11-15-2024,16,-584.68,,,,
